,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,scb.co.th,Cambodia,,$5000+,"400,000+","10,000+",High,
,aia.com.kh,Cambodia,,$5000+,,100+,-,
,deere.asia,Cambodia,,$5000+,,,-,
,dominos.com.kh,Cambodia,,$2000+,,,-,
,volkswagen.com.kh,Cambodia,,$1000+,,,-,
