,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,movetocambodia.com,Cambodia,$150k+,$100+,"2,000+",,Medium,
,bambujaya.edu.kh,Cambodia,,$10+,,,-,
,bodyexpertsystems.com,Cambodia,$14k+,$100+,,,-,
,arbitrationcouncil.org,Cambodia,,$50+,,,-,
,brains-comm.com,Cambodia,,$250+,100+,,-,
