,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,tabix.testing.sabay.com,Cambodia,,$5000+,"20,000+",,-,
,monitoring.mrcmekong.org,Cambodia,,$100+,500+,,Medium,
