,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,fecelectronics.com,Cambodia,,$0+,,,-,
,iic.edu.kh,Cambodia,,$0+,,,-,
,dac.gov.kh,Cambodia,,$0+,,,-,
,libraryuat.aupp.edu.kh,Cambodia,,$10+,"2,000+",,Medium,
,azabuy.com,Cambodia,,$0+,,,-,
