,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,rafflessiemreap.com,Cambodia,,$250+,,,-,
,phnompenhpost.com,Cambodia,,$250+,"150,000+",,High,
,novotelphnompenhbkk1.com,Cambodia,,$250+,,,-,
