,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,sabay.com.kh,Cambodia,,$5000+,"20,000+",,Medium,
,sabay.com,Cambodia,,$5000+,"20,000+",,-,
,webmail.ezecom.com.kh,Cambodia,,$2000+,,,-,
,cimbpreferred.com,Cambodia,,$0+,,,-,
,issr.edu.kh,Cambodia,,$0+,,,-,
