,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,deere.asia,Cambodia,,$5000+,,,-,
,jeep.com.kh,Cambodia,,$2000+,,,-,
,dominos.com.kh,Cambodia,,$2000+,,,-,
,amatakkettlebellcafe.com,Cambodia,,$1000+,500+,,-,
,legrand.com.kh,Cambodia,,$250+,,,-,
