,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,moeys.gov.kh,Cambodia,,$250+,"2,000+",,Medium,
,acac.edu.kh,Cambodia,,$0+,,,-,
,insideworldsoccer.com,Cambodia,,$10+,,,Medium,
,jarsofclay.asia,Cambodia,,$0+,,,-,
,angkorhomestay.com,Cambodia,,$0+,,,-,
