,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,deere.asia,Cambodia,,$5000+,,,-,
,angkorhub.com,Cambodia,,$2000+,250+,,-,
,thehopecentrecambodia.org,Cambodia,,$250+,,,-,
