,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,developers.xilnex.com,Cambodia,,$2000+,,,-,
,anantaratestenglish.info,Cambodia,,$2000+,,,-,
,gardencityhotel.com.kh,Cambodia,,$500+,,,-,
,global-mobility-service.com.kh,Cambodia,,$250+,,,-,
,pacifichotel.asia,Cambodia,,$1000+,50+,,-,
