,Website Location Sales Revenue Tech Spend Social Employees Traffic,
,app.ccimcambodia.org,Cambodia,,$10+,,,-,
,childreninfamilies.org,Cambodia,,$10+,,,Medium,
,rokkernacademy.com,Cambodia,,$250+,,,-,
,rokkern.com,Cambodia,,$10+,,,-,
